;id_otp;name_otp;vertex_class;traversable_walking;traversable_biking;label;traffic_light;free_flowing;x;y;geometry
12870;346386;osm:node:695159853;OsmVertex;True;True;osm:node:695159853;False;False;24.9625051;60.204895500000006;POINT (24.9625051 60.204895500000006)
12872;268098;osm:node:695159859;OsmVertex;True;True;osm:node:695159859;False;False;24.962763100000004;60.20300630000001;POINT (24.9627631 60.203006300000006)
12875;403404;osm:node:3226782855:level:-1;OsmVertex;True;True;osm:node:3226782855:level:-1;False;False;24.9324487;60.1689592;POINT (24.932448700000002 60.1689592)
13092;355239;osm:node:928357302;OsmVertex;True;True;osm:node:928357302;False;False;24.964270300000006;60.21745129999999;POINT (24.964270300000003 60.2174513)
13118;353027;osm:node:938657492;OsmVertex;True;True;osm:node:938657492;False;False;24.958863600000004;60.21331730000001;POINT (24.9588636 60.21331730000001)
13123;273019;osm:node:938657499;OsmVertex;True;True;osm:node:938657499;False;False;24.955472200000006;60.21384800000001;POINT (24.955472200000003 60.213848000000006)
13180;292858;osm:node:928357321;OsmVertex;True;True;osm:node:928357321;False;False;24.9688782;60.219498400000006;POINT (24.968878200000002 60.219498400000006)
13181;367969;osm:node:928357323;OsmVertex;True;True;osm:node:928357323;False;False;24.9607925;60.21871090000001;POINT (24.9607925 60.218710900000005)
13182;385131;osm:node:928357325;OsmVertex;True;True;osm:node:928357325;False;False;24.9639395;60.2176073;POINT (24.963939500000002 60.217607300000004)
13184;385142;osm:node:928357326;OsmVertex;True;True;osm:node:928357326;False;False;24.9601109;60.21758440000001;POINT (24.9601109 60.21758440000001)
13185;385174;osm:node:928357327;OsmVertex;True;True;osm:node:928357327;False;False;24.9596345;60.21719470000001;POINT (24.9596345 60.2171947)
13289;272999;osm:node:938657521;OsmVertex;True;True;osm:node:938657521;False;False;24.953669700000006;60.213076;POINT (24.953669700000003 60.213076)
13305;273013;osm:node:938657510;OsmVertex;True;True;osm:node:938657510;False;False;24.9531335;60.21219920000001;POINT (24.9531335 60.2121992)
13311;353031;osm:node:938657513;OsmVertex;True;True;osm:node:938657513;False;False;24.958666500000003;60.21326910000001;POINT (24.958666500000003 60.213269100000005)
13318;273016;osm:node:938657518;OsmVertex;True;True;osm:node:938657518;False;False;24.9548147;60.21370630000001;POINT (24.9548147 60.213706300000005)
13319;273015;osm:node:938657519;OsmVertex;True;True;osm:node:938657519;False;False;24.954905399999998;60.2136381;POINT (24.9549054 60.213638100000004)
13340;273012;osm:node:938657504;OsmVertex;True;True;osm:node:938657504;False;False;24.953136999999998;60.21224280000001;POINT (24.953137 60.212242800000006)
13493;161543;osm:node:467698000;OsmVertex;True;True;osm:node:467698000;False;False;24.968717700000006;60.2088031;POINT (24.968717700000003 60.208803100000004)
13494;46122;osm:node:467698001;OsmVertex;True;True;osm:node:467698001;False;False;24.9687367;60.20882340000001;POINT (24.9687367 60.20882340000001)
13578;519840;default level;ElevatorOnboardVertex;True;True;osm:node:3044156801:level:default level_onboard;False;;25.044850399999998;60.2059387;POINT (25.0448504 60.205938700000004)
13831;367445;osm:node:34157355;OsmVertex;True;True;osm:node:34157355;False;False;24.978603900000003;60.2026;POINT (24.978603900000003 60.202600000000004)
13832;367446;osm:node:34157357;OsmVertex;True;True;osm:node:34157357;False;False;24.979249300000006;60.2030116;POINT (24.979249300000003 60.2030116)
13834;47493;osm:node:34157359;OsmVertex;True;True;osm:node:34157359;False;False;24.979689699999998;60.2037339;POINT (24.9796897 60.2037339)
13847;424761;osm:node:4577379410:level:2;OsmVertex;True;True;osm:node:4577379410:level:2;False;False;25.0117779;60.2515356;POINT (25.011777900000002 60.251535600000004)
13966;43863;osm:node:7239078129:level:3;OsmVertex;True;True;osm:node:7239078129:level:3;False;False;24.9784655;60.18721100000001;POINT (24.978465500000002 60.187211000000005)
13967;43867;osm:node:7239078129:level:4;OsmVertex;True;True;osm:node:7239078129:level:4;False;False;24.9784655;60.18721100000001;POINT (24.978465500000002 60.187211000000005)
14177;312158;osm:node:730791134;OsmVertex;True;True;osm:node:730791134;False;False;24.9800871;60.210089399999994;POINT (24.980087100000002 60.2100894)
14183;312154;osm:node:730791138;OsmVertex;True;True;osm:node:730791138;False;False;24.980029;60.2099971;POINT (24.980029000000002 60.2099971)
14312;519767;1;ElevatorOffboardVertex;True;True;osm:node:494100416:level:1_offboard;False;;25.1064665;60.4047702;POINT (25.1064665 60.4047702)
14314;367558;osm:node:34157480;OsmVertex;True;True;osm:node:34157480;False;False;24.9792913;60.1990351;POINT (24.9792913 60.1990351)
14315;367875;osm:node:34157485;OsmVertex;True;True;osm:node:34157485;False;False;24.9805068;60.1997829;POINT (24.9805068 60.1997829)
14369;520110;-1;ElevatorOnboardVertex;True;True;osm:node:664811228:level:-1_onboard;False;;25.0791214;60.2103794;POINT (25.079121400000002 60.2103794)
14389;243542;osm:node:286285958;OsmVertex;True;True;osm:node:286285958;False;False;24.9858846;60.218551399999996;POINT (24.985884600000002 60.2185514)
14406;153247;osm:node:699775166;OsmVertex;True;True;osm:node:699775166;False;False;24.9669767;60.21682490000001;POINT (24.9669767 60.216824900000006)
14427;153248;osm:node:699775176;OsmVertex;True;True;osm:node:699775176;False;False;24.966921000000006;60.21658770000001;POINT (24.966921000000003 60.216587700000005)
14443;153246;osm:node:699775187;OsmVertex;True;True;osm:node:699775187;False;False;24.9669509;60.2167473;POINT (24.9669509 60.2167473)
14636;367556;osm:node:34157502;OsmVertex;True;True;osm:node:34157502;False;False;24.979755800000003;60.198325800000006;POINT (24.979755800000003 60.198325800000006)
14639;367562;osm:node:34157505;OsmVertex;True;True;osm:node:34157505;False;False;24.979083399999997;60.19975460000001;POINT (24.9790834 60.199754600000006)
14642;367563;osm:node:34157508;OsmVertex;True;True;osm:node:34157508;False;False;24.9781313;60.20112829999999;POINT (24.9781313 60.2011283)
14717;367565;osm:node:34157511;OsmVertex;True;True;osm:node:34157511;False;False;24.977597199999998;60.20198540000001;POINT (24.9775972 60.201985400000005)
14726;48548;osm:node:666981620;OsmVertex;True;True;osm:node:666981620;False;False;24.9544219;60.21722670000001;POINT (24.9544219 60.217226700000005)
14728;48547;osm:node:666981622;OsmVertex;True;True;osm:node:666981622;False;False;24.954430700000003;60.217326799999995;POINT (24.954430700000003 60.2173268)
14812;64176;osm:node:34157110;OsmVertex;True;True;osm:node:34157110;False;False;24.9710414;60.201132799999996;POINT (24.9710414 60.2011328)
14814;64174;osm:node:34157111;OsmVertex;True;True;osm:node:34157111;False;False;24.971705;60.2013103;POINT (24.971705 60.2013103)
14818;64172;osm:node:34157113;OsmVertex;True;True;osm:node:34157113;False;False;24.972451600000007;60.201922499999995;POINT (24.972451600000003 60.2019225)
14820;9116;osm:node:34157114;OsmVertex;True;True;osm:node:34157114;False;False;24.9727893;60.20192950000001;POINT (24.972789300000002 60.201929500000006)
14837;180411;osm:node:34157128;OsmVertex;True;True;osm:node:34157128;False;False;24.9646215;60.20173070000001;POINT (24.9646215 60.201730700000006)
15058;248267;osm:node:286285783;OsmVertex;True;True;osm:node:286285783;True;False;24.9756382;60.21659270000001;POINT (24.975638200000002 60.21659270000001)
15076;495689;osm:node:3196365071:level:2;OsmVertex;True;True;osm:node:3196365071:level:2;False;False;24.843928400000006;60.294804600000006;POINT (24.843928400000003 60.294804600000006)
15263;426882;osm:node:364643015;OsmVertex;True;True;osm:node:364643015;False;False;24.9743473;60.214981400000006;POINT (24.9743473 60.214981400000006)
15264;368345;osm:node:364643016;OsmVertex;True;True;osm:node:364643016;False;False;24.9743505;60.214944900000006;POINT (24.9743505 60.214944900000006)
15790;519347;default level;ElevatorOffboardVertex;True;True;osm:node:4642563760:level:default level_offboard;False;;24.940999800000004;60.17283980000001;POINT (24.9409998 60.172839800000006)
15852;501612;osm:node:469491942;OsmVertex;True;True;osm:node:469491942;False;False;24.9675918;60.207762;POINT (24.9675918 60.207762)
15853;160726;osm:node:469491943;OsmVertex;True;True;osm:node:469491943;False;False;24.9669343;60.2081738;POINT (24.966934300000002 60.208173800000004)
15855;501607;osm:node:469491946;OsmVertex;True;True;osm:node:469491946;False;False;24.967200700000006;60.20792470000001;POINT (24.967200700000003 60.20792470000001)
15901;52958;osm:node:1568196301;OsmVertex;True;True;osm:node:1568196301;False;False;24.9585776;60.21802400000001;POINT (24.9585776 60.21802400000001)
15948;378447;osm:node:486835375;OsmVertex;True;True;osm:node:486835375;False;False;24.9647199;60.205541;POINT (24.964719900000002 60.205541000000004)
15950;329439;osm:node:486835377;OsmVertex;True;True;osm:node:486835377;False;False;24.963832399999998;60.205784799999996;POINT (24.9638324 60.2057848)
15951;323955;osm:node:486835379;OsmVertex;True;True;osm:node:486835379;False;False;24.964461;60.206332999999994;POINT (24.964461 60.206333)
15959;6823;osm:node:486835371;OsmVertex;True;True;osm:node:486835371;False;False;24.9650831;60.20535520000001;POINT (24.9650831 60.20535520000001)
16127;520363;462123852 / 0;ElevatorOffboardVertex;True;True;osm:node:4575237558_offboard;False;;24.954916500000003;60.30267900000001;POINT (24.954916500000003 60.302679000000005)
16459;385767;osm:node:477734558;OsmVertex;True;True;osm:node:477734558;False;False;24.966032;60.21003750000001;POINT (24.966032000000002 60.210037500000006)
16513;119062;osm:node:477734590;OsmVertex;True;True;osm:node:477734590;False;False;24.964682;60.20937650000001;POINT (24.964682 60.209376500000005)
16522;385757;osm:node:477734565;OsmVertex;True;True;osm:node:477734565;False;False;24.9655479;60.2098049;POINT (24.9655479 60.2098049)
16762;367465;osm:node:34159322;OsmVertex;True;True;osm:node:34159322;False;False;24.982134700000003;60.211198399999994;POINT (24.982134700000003 60.2111984)
16789;398939;osm:node:34159350;OsmVertex;True;True;osm:node:34159350;False;False;24.9830208;60.21259060000001;POINT (24.983020800000002 60.212590600000006)
16791;318646;osm:node:34159357;OsmVertex;True;True;osm:node:34159357;False;False;24.9799197;60.213423999999996;POINT (24.9799197 60.213424)
16792;179124;osm:node:34159359;OsmVertex;True;True;osm:node:34159359;False;False;24.9806418;60.21352870000001;POINT (24.9806418 60.213528700000005)
16810;179142;osm:node:34159335;OsmVertex;True;True;osm:node:34159335;False;False;24.982342900000006;60.2132878;POINT (24.982342900000003 60.2132878)
16819;367507;osm:node:34159346;OsmVertex;True;True;osm:node:34159346;False;False;24.9826666;60.21357690000001;POINT (24.9826666 60.21357690000001)
16820;398938;osm:node:34159348;OsmVertex;True;True;osm:node:34159348;False;False;24.983438699999997;60.212266799999995;POINT (24.9834387 60.2122668)
17055;265549;osm:node:349925910;OsmVertex;True;True;osm:node:349925910;False;False;24.966326199999997;60.208308499999994;POINT (24.9663262 60.2083085)
17057;203955;osm:node:349925914;OsmVertex;True;True;osm:node:349925914;False;False;24.967725899999998;60.20898560000001;POINT (24.9677259 60.208985600000005)
17236;9779;osm:node:468464643;OsmVertex;True;True;osm:node:468464643;False;False;24.9617098;60.207103599999996;POINT (24.9617098 60.2071036)
17289;53554;osm:node:317938123;OsmVertex;True;True;osm:node:317938123;False;False;24.9762881;60.217958900000006;POINT (24.9762881 60.217958900000006)
17293;363228;osm:node:349925775;OsmVertex;True;True;osm:node:349925775;False;False;24.9643712;60.209355099999996;POINT (24.964371200000002 60.2093551)
17296;119060;osm:node:349925776;OsmVertex;True;True;osm:node:349925776;False;False;24.964547300000003;60.20944460000001;POINT (24.964547300000003 60.209444600000005)
17299;242505;osm:node:349925777;OsmVertex;True;True;osm:node:349925777;False;False;24.9644685;60.209405;POINT (24.964468500000002 60.209405000000004)
17309;248277;osm:node:163351083;OsmVertex;True;True;osm:node:163351083;False;False;24.9818853;60.217322300000006;POINT (24.981885300000002 60.217322300000006)
17335;309318;osm:node:317938173;OsmVertex;True;True;osm:node:317938173;False;False;24.975605700000006;60.21775700000001;POINT (24.975605700000003 60.217757000000006)
17336;116682;osm:node:317938174;OsmVertex;True;True;osm:node:317938174;False;False;24.9753746;60.21761410000001;POINT (24.975374600000002 60.217614100000006)
17341;67488;osm:node:469491863;OsmVertex;True;True;osm:node:469491863;False;False;24.9656581;60.20883570000001;POINT (24.965658100000002 60.2088357)
17351;307651;osm:node:568364551;OsmVertex;True;True;osm:node:568364551;False;False;24.9643858;60.19696440000001;POINT (24.964385800000002 60.196964400000006)
17352;211940;osm:node:568364552;OsmVertex;True;True;osm:node:568364552;False;False;24.9643531;60.19704030000001;POINT (24.9643531 60.197040300000005)
17353;289303;osm:node:568364553;OsmVertex;True;True;osm:node:568364553;False;False;24.964365500000003;60.1970407;POINT (24.964365500000003 60.1970407)
17356;307636;osm:node:568364558;OsmVertex;True;True;osm:node:568364558;False;False;24.964191900000007;60.197098;POINT (24.964191900000003 60.197098000000004)
17366;289300;osm:node:568364542;OsmVertex;True;True;osm:node:568364542;False;False;24.9625522;60.1968147;POINT (24.9625522 60.196814700000004)
17371;289298;osm:node:568364544;OsmVertex;True;True;osm:node:568364544;False;False;24.962525399999997;60.19688220000001;POINT (24.9625254 60.196882200000005)
17372;196409;osm:node:568364545;OsmVertex;True;True;osm:node:568364545;False;False;24.9642385;60.196991800000006;POINT (24.9642385 60.196991800000006)
17373;307635;osm:node:568364546;OsmVertex;True;True;osm:node:568364546;False;False;24.9642555;60.1969532;POINT (24.9642555 60.1969532)
17374;196438;osm:node:568364547;OsmVertex;True;True;osm:node:568364547;False;False;24.964434500000007;60.197044999999996;POINT (24.964434500000003 60.197045)
17375;196410;osm:node:568364548;OsmVertex;True;True;osm:node:568364548;False;False;24.9643703;60.19700039999999;POINT (24.964370300000002 60.1970004)
17376;289304;osm:node:568364549;OsmVertex;True;True;osm:node:568364549;False;False;24.964222900000006;60.197027299999995;POINT (24.964222900000003 60.1970273)
17390;307650;osm:node:568364530;OsmVertex;True;True;osm:node:568364530;False;False;24.9642815;60.19683180000001;POINT (24.964281500000002 60.196831800000005)
17505;88415;osm:node:265481023;OsmVertex;True;True;osm:node:265481023;False;False;24.960606;60.21644620000001;POINT (24.960606000000002 60.21644620000001)
17509;338438;osm:node:265481019;OsmVertex;True;True;osm:node:265481019;False;False;24.962261899999998;60.2157291;POINT (24.9622619 60.215729100000004)
17557;310466;osm:node:749488296;OsmVertex;True;True;osm:node:749488296;False;False;24.9811493;60.21476360000001;POINT (24.981149300000002 60.214763600000005)
17559;310461;osm:node:749488298;OsmVertex;True;True;osm:node:749488298;False;False;24.9811689;60.2147866;POINT (24.9811689 60.214786600000004)
17634;211525;osm:node:872033425;OsmVertex;True;True;osm:node:872033425;False;False;24.9541397;60.1986792;POINT (24.954139700000002 60.1986792)
17695;75911;osm:node:583267402;OsmVertex;True;True;osm:node:583267402;False;False;24.9615443;60.200247899999994;POINT (24.9615443 60.2002479)
17696;258161;osm:node:583267403;OsmVertex;True;True;osm:node:583267403;False;False;24.9628081;60.20007170000001;POINT (24.9628081 60.2000717)
17800;188463;osm:node:4390121298;OsmVertex;True;True;osm:node:4390121298;False;False;24.9589196;60.2134275;POINT (24.9589196 60.2134275)
17801;353023;osm:node:4390121299;OsmVertex;True;True;osm:node:4390121299;False;False;24.9585195;60.2134998;POINT (24.9585195 60.2134998)
17820;318321;osm:node:251316332;OsmVertex;True;True;osm:node:251316332;False;False;24.9530057;60.2008177;POINT (24.953005700000002 60.2008177)
17878;367475;osm:node:34159182;OsmVertex;True;True;osm:node:34159182;False;False;24.976085;60.20442430000001;POINT (24.976085 60.20442430000001)
17879;367476;osm:node:34159183;OsmVertex;True;True;osm:node:34159183;False;False;24.9770544;60.2048546;POINT (24.9770544 60.204854600000004)
